corpus,conv_id,utterance_id,aspect,n_raters,y_hard,w_conf,p1,p2,p3,p4,y_cont,lo,hi,mask_t1,mask_t2,mask_t3
insq,insq_26062,26127,Scope,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26141,Novelty,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_26062,26141,Relevance,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26141,Scope,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_26062,26142,Novelty,2,4,0.49999999995969413,0.5,0.0,0.0,0.5,2.5,1,4,0,0,0
insq,insq_26062,26142,Relevance,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_26062,26142,Scope,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_26062,26143,Novelty,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_26062,26143,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_26062,26143,Scope,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_26062,26144,Novelty,2,3,0.49999999995969413,0.0,0.5,0.0,0.5,3.0,2,4,1,0,0
insq,insq_26062,26144,Relevance,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_26062,26144,Scope,2,2,0.999999999938041,0.0,1.0,0.0,0.0,2.0,2,2,1,1,1
insq,insq_26062,26145,Novelty,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26145,Relevance,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_26062,26145,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26147,Novelty,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_26062,26147,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_26062,26147,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26183,Novelty,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_26062,26183,Relevance,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26183,Scope,2,2,0.999999999938041,0.0,1.0,0.0,0.0,2.0,2,2,1,1,1
insq,insq_26062,26185,Novelty,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26185,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_26062,26185,Scope,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26186,Novelty,2,2,0.999999999938041,0.0,1.0,0.0,0.0,2.0,2,2,1,1,1
insq,insq_26062,26186,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_26062,26186,Scope,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_26062,26187,Novelty,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_26062,26187,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_26062,26187,Scope,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_26062,26188,Novelty,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_26062,26188,Relevance,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26188,Scope,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26190,Novelty,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26190,Relevance,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_26062,26190,Scope,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26191,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_26062,26191,Relevance,2,4,0.49999999995969413,0.5,0.0,0.0,0.5,2.5,1,4,0,0,0
insq,insq_26062,26191,Scope,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_26062,26193,Novelty,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26193,Relevance,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26193,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26194,Novelty,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26194,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_26062,26194,Scope,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_26062,26202,Novelty,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26202,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_26062,26202,Scope,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26204,Novelty,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26204,Relevance,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26204,Scope,2,2,0.999999999938041,0.0,1.0,0.0,0.0,2.0,2,2,1,1,1
insq,insq_26062,26206,Novelty,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_26062,26206,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_26062,26206,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26208,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_26062,26208,Relevance,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26208,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26211,Novelty,2,2,0.999999999938041,0.0,1.0,0.0,0.0,2.0,2,2,1,1,1
insq,insq_26062,26211,Relevance,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26211,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26213,Novelty,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_26062,26213,Relevance,2,4,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_26062,26213,Scope,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_20148,20185,CIG,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20187,CIG,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20189,CIG,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20191,CIG,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20222,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20224,CIG,2,2,0.49999999995969413,0.5,0.0,0.5,0.0,2.0,1,3,0,0,1
insq,insq_20148,20225,CIG,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20227,CIG,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20231,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20233,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20235,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20237,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20239,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20350,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20354,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20355,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20359,CIG,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20361,CIG,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20362,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20364,CIG,2,3,0.49999999995969413,0.0,0.5,0.0,0.5,3.0,2,4,1,0,0
insq,insq_20148,20366,CIG,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20394,CIG,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20396,CIG,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20399,CIG,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20403,CIG,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20404,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20405,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20185,Novelty,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20185,Relevance,2,3,0.49999999995969413,0.0,0.5,0.0,0.5,3.0,2,4,1,0,0
insq,insq_20148,20185,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20187,Novelty,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20187,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20187,Scope,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20189,Novelty,2,1,0.49999999995969413,0.5,0.0,0.0,0.5,2.5,1,4,0,0,0
insq,insq_20148,20189,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20189,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20191,Novelty,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20191,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_20148,20191,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20222,Novelty,2,2,0.49999999995969413,0.5,0.0,0.5,0.0,2.0,1,3,0,0,1
insq,insq_20148,20222,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20222,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20224,Novelty,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20224,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_20148,20224,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20225,Novelty,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20225,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_20148,20225,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20227,Novelty,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20227,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20227,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20231,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20231,Relevance,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20231,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20233,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20233,Relevance,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20233,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20235,Novelty,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20235,Relevance,2,2,0.49999999995969413,0.5,0.0,0.5,0.0,2.0,1,3,0,0,1
insq,insq_20148,20235,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20237,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20237,Relevance,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20237,Scope,2,2,0.999999999938041,0.0,1.0,0.0,0.0,2.0,2,2,1,1,1
insq,insq_20148,20239,Novelty,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20239,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_20148,20239,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20350,Novelty,2,1,0.49999999995969413,0.5,0.0,0.0,0.5,2.5,1,4,0,0,0
insq,insq_20148,20350,Relevance,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20350,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20354,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20354,Relevance,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20354,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20355,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20355,Relevance,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20355,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20359,Novelty,2,3,0.49999999995969413,0.0,0.5,0.0,0.5,3.0,2,4,1,0,0
insq,insq_20148,20359,Relevance,2,3,0.49999999995969413,0.0,0.5,0.0,0.5,3.0,2,4,1,0,0
insq,insq_20148,20359,Scope,2,3,0.49999999995969413,0.0,0.5,0.0,0.5,3.0,2,4,1,0,0
insq,insq_20148,20361,Novelty,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20361,Relevance,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20361,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20362,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20362,Relevance,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20362,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20364,Novelty,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20364,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20364,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20366,Novelty,2,2,0.49999999995969413,0.5,0.0,0.5,0.0,2.0,1,3,0,0,1
insq,insq_20148,20366,Relevance,2,2,0.49999999995969413,0.5,0.0,0.5,0.0,2.0,1,3,0,0,1
insq,insq_20148,20366,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_20148,20394,Novelty,2,1,0.49999999995969413,0.5,0.0,0.0,0.5,2.5,1,4,0,0,0
insq,insq_20148,20394,Relevance,2,1,0.49999999995969413,0.5,0.0,0.0,0.5,2.5,1,4,0,0,0
insq,insq_20148,20394,Scope,2,1,0.49999999995969413,0.5,0.0,0.0,0.5,2.5,1,4,0,0,0
insq,insq_20148,20396,Novelty,2,2,0.49999999995969413,0.5,0.0,0.5,0.0,2.0,1,3,0,0,1
insq,insq_20148,20396,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20396,Scope,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20399,Novelty,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20399,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20399,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_20148,20403,Novelty,2,3,0.49999999995969413,0.0,0.5,0.0,0.5,3.0,2,4,1,0,0
insq,insq_20148,20403,Relevance,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20403,Scope,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_20148,20404,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20404,Relevance,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20404,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_20148,20405,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20405,Relevance,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_20148,20405,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_5180,5219,CIG,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5221,CIG,2,2,0.999999999938041,0.0,1.0,0.0,0.0,2.0,2,2,1,1,1
insq,insq_5180,5223,CIG,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_5180,5241,CIG,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5243,CIG,2,2,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_5180,5245,CIG,2,2,0.999999999938041,0.0,1.0,0.0,0.0,2.0,2,2,1,1,1
insq,insq_5180,5247,CIG,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5249,CIG,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_5180,5251,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_5180,5292,CIG,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5294,CIG,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_5180,5295,CIG,2,2,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_5180,5296,CIG,2,3,0.49999999995969413,0.0,0.5,0.0,0.5,3.0,2,4,1,0,0
insq,insq_5180,5297,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_5180,5298,CIG,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5299,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_5180,5303,CIG,2,2,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_5180,5306,CIG,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_5180,5308,CIG,2,3,0.49999999995969413,0.0,0.5,0.0,0.5,3.0,2,4,1,0,0
insq,insq_5180,5219,Novelty,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_5180,5219,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_5180,5219,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5221,Novelty,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_5180,5221,Relevance,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_5180,5221,Scope,2,2,0.999999999938041,0.0,1.0,0.0,0.0,2.0,2,2,1,1,1
insq,insq_5180,5223,Novelty,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5223,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5223,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5241,Novelty,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_5180,5241,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5241,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5243,Novelty,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5243,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5243,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5245,Novelty,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_5180,5245,Relevance,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_5180,5245,Scope,2,2,0.999999999938041,0.0,1.0,0.0,0.0,2.0,2,2,1,1,1
insq,insq_5180,5247,Novelty,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5247,Relevance,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5247,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5249,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_5180,5249,Relevance,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_5180,5249,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_5180,5251,Novelty,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_5180,5251,Relevance,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_5180,5251,Scope,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_5180,5292,Novelty,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5292,Relevance,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_5180,5292,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5294,Novelty,2,1,0.999999999938041,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1
insq,insq_5180,5294,Relevance,2,2,0.49999999995969413,0.5,0.0,0.5,0.0,2.0,1,3,0,0,1
insq,insq_5180,5294,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_5180,5295,Novelty,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_5180,5295,Relevance,2,3,0.9999999999380412,0.0,0.0,1.0,0.0,3.0,3,3,1,1,1
insq,insq_5180,5295,Scope,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
insq,insq_5180,5296,Novelty,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_5180,5296,Relevance,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_5180,5296,Scope,2,4,0.9999999999380412,0.0,0.0,0.0,1.0,4.0,4,4,1,1,1
insq,insq_5180,5297,Novelty,2,2,0.49999999995969413,0.5,0.0,0.5,0.0,2.0,1,3,0,0,1
insq,insq_5180,5297,Relevance,2,3,0.49999999995969413,0.0,0.5,0.5,0.0,2.5,2,3,1,0,1
insq,insq_5180,5297,Scope,2,1,0.49999999995969413,0.5,0.5,0.0,0.0,1.5,1,2,0,1,1
insq,insq_5180,5298,Novelty,2,3,0.49999999995969413,0.0,0.0,0.5,0.5,3.5,3,4,1,1,0
